##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 4.434137419E-02 -7.242179890E-06 5.560012069E-04 1.486809680E-07 5.014289854E-07 3.855492978E-04
 3.027219296E+00 2.195293605E-01 -7.850703696E-05 1.123458333E-02 2.928843242E-05 2.039608808E-04 6.778098177E-03
 3.021030426E+00 3.759953380E-01 -2.496269008E-04 2.456723340E-02 1.409535907E-04 7.585241110E-04 1.449620724E-02
 3.014841557E+00 4.997732639E-01 -5.151053192E-04 3.203789145E-02 3.255029733E-04 1.347619924E-03 1.907259785E-02
 3.008652925E+00 5.936849713E-01 -8.554052911E-04 3.439258039E-02 5.548410118E-04 1.805366599E-03 2.092098258E-02
 3.002464056E+00 6.634120941E-01 -1.250586356E-03 3.388262913E-02 8.060227265E-04 2.104344545E-03 2.120232768E-02
 2.996275425E+00 7.172153592E-01 -1.676460146E-03 3.228514642E-02 1.060498413E-03 2.289082156E-03 2.084491961E-02
 2.990086555E+00 7.595579028E-01 -2.119089011E-03 3.029973246E-02 1.309169922E-03 2.392471535E-03 2.021902241E-02
 2.983897924E+00 7.934606671E-01 -2.568832366E-03 2.827369794E-02 1.545715379E-03 2.438531723E-03 1.951196417E-02
 2.977709055E+00 8.213527799E-01 -3.018354531E-03 2.635165118E-02 1.768539543E-03 2.446303377E-03 1.881005801E-02
 2.971520424E+00 8.448302150E-01 -3.463624278E-03 2.458618023E-02 1.977171283E-03 2.428028500E-03 1.814991049E-02
 2.965331554E+00 8.644899130E-01 -3.901787102E-03 2.301012725E-02 2.170744585E-03 2.389226109E-03 1.755056344E-02
