##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033862352E+00 4.620458558E-02 -2.063572083E-06 2.480053518E-04 3.066603327E-08 4.498820374E-07 1.655000378E-04
 3.029099464E+00 2.311920226E-01 -7.769215154E-05 5.608006380E-03 6.243727057E-06 7.776470738E-05 3.445951035E-03
 3.024336338E+00 3.964977860E-01 -2.144784958E-04 1.462880708E-02 3.783382272E-05 3.609004780E-04 8.771209978E-03
 3.019573450E+00 5.316839218E-01 -3.690375015E-04 2.174196951E-02 1.041176511E-04 7.652739296E-04 1.310593914E-02
 3.014810324E+00 6.353159547E-01 -5.077221431E-04 2.491964959E-02 2.031890472E-04 1.136857201E-03 1.537617110E-02
 3.010047436E+00 7.123534083E-01 -6.109491806E-04 2.521502227E-02 3.286188585E-04 1.406026538E-03 1.609933749E-02
 3.005284548E+00 7.690705657E-01 -6.724314298E-04 2.408590913E-02 4.737011041E-04 1.573657617E-03 1.600901969E-02
 3.000521421E+00 8.111397624E-01 -6.933729746E-04 2.249235660E-02 6.326793227E-04 1.666160068E-03 1.559797861E-02
 2.995758533E+00 8.436046839E-01 -6.824632292E-04 2.088387311E-02 7.997856010E-04 1.713389996E-03 1.511245407E-02
 2.990995407E+00 8.690257072E-01 -6.418931298E-04 1.942310110E-02 9.707839927E-04 1.732071047E-03 1.464633550E-02
 2.986232519E+00 8.891688585E-01 -5.781638902E-04 1.816568337E-02 1.143199159E-03 1.732872566E-03 1.423756778E-02
 2.981469631E+00 9.058528543E-01 -4.964632681E-04 1.708604582E-02 1.314396388E-03 1.724496018E-03 1.388628501E-02
 2.976706505E+00 9.195841551E-01 -4.002837231E-04 1.618434861E-02 1.482638065E-03 1.709994627E-03 1.359487697E-02
 2.971943617E+00 9.313474298E-01 -2.915719524E-04 1.541539375E-02 1.647132449E-03 1.692614984E-03 1.334888209E-02
 2.967180490E+00 9.414833784E-01 -1.752240642E-04 1.476314198E-02 1.806886517E-03 1.673363615E-03 1.314266119E-02
 2.962417603E+00 9.502654672E-01 -4.996929056E-05 1.421407424E-02 1.961185131E-03 1.653246698E-03 1.297180075E-02
 2.957654715E+00 9.580750465E-01 8.197095303E-05 1.374142896E-02 2.110287081E-03 1.633003121E-03 1.282703597E-02
 2.952891588E+00 9.650628567E-01 2.168325154E-04 1.333436556E-02 2.253955929E-03 1.612586435E-03 1.270444039E-02
 2.948128700E+00 9.712927341E-01 3.564043145E-04 1.298174914E-02 2.390848240E-03 1.591580687E-03 1.259719487E-02
 2.943365574E+00 9.769524336E-01 4.993164330E-04 1.268009283E-02 2.523272531E-03 1.570354681E-03 1.251030900E-02
 2.938602686E+00 9.821278453E-01 6.450358196E-04 1.241627336E-02 2.650615061E-03 1.548933680E-03 1.243640296E-02
 2.933839798E+00 9.868821502E-01 7.918081828E-04 1.218499430E-02 2.772985492E-03 1.527215471E-03 1.237375196E-02
 2.929076672E+00 9.912807941E-01 9.403960430E-04 1.198175363E-02 2.890729113E-03 1.505252789E-03 1.232110150E-02
 2.924313784E+00 9.953382611E-01 1.089985017E-03 1.180467289E-02 3.003230784E-03 1.483217697E-03 1.227797661E-02
 2.919550657E+00 9.991332293E-01 1.240677666E-03 1.164740976E-02 3.111460013E-03 1.461018808E-03 1.224218868E-02
 2.914787769E+00 1.002695560E+00 1.392133185E-03 1.150733698E-02 3.215711331E-03 1.438604435E-03 1.221273467E-02
 2.910024881E+00 1.006047845E+00 1.544094761E-03 1.138281170E-02 3.315892071E-03 1.415866544E-03 1.218878012E-02
 2.905261755E+00 1.009205937E+00 1.696045394E-03 1.127179619E-02 3.412444377E-03 1.392667647E-03 1.216938905E-02
 2.900498867E+00 1.012201309E+00 1.848140499E-03 1.117270160E-02 3.505599219E-03 1.368838712E-03 1.215383224E-02
 2.895735741E+00 1.015044689E+00 1.999717904E-03 1.108392701E-02 3.595746122E-03 1.344326651E-03 1.214148197E-02
 2.890972853E+00 1.017759442E+00 2.151385648E-03 1.100441162E-02 3.683029208E-03 1.319007366E-03 1.213194709E-02
 2.886209965E+00 1.020344973E+00 2.302415203E-03 1.093307231E-02 3.767642193E-03 1.292948262E-03 1.212490257E-02
 2.881446838E+00 1.022820115E+00 2.452834276E-03 1.086833794E-02 3.849893808E-03 1.266262028E-03 1.211988181E-02
 2.876683950E+00 1.025193572E+00 2.601848217E-03 1.080917474E-02 3.930076025E-03 1.239038422E-03 1.211657189E-02
 2.871920824E+00 1.027479649E+00 2.750202781E-03 1.075486280E-02 4.008375574E-03 1.211264054E-03 1.211480703E-02
 2.867157936E+00 1.029693365E+00 2.899242099E-03 1.070472784E-02 4.084913060E-03 1.182978740E-03 1.211440284E-02
 2.862395048E+00 1.031820774E+00 3.047770821E-03 1.065929513E-02 4.159625620E-03 1.153974328E-03 1.211564243E-02
 2.857631922E+00 1.033866525E+00 3.194838529E-03 1.061828248E-02 4.232592415E-03 1.124200178E-03 1.211849507E-02
 2.852869034E+00 1.035844326E+00 3.339891555E-03 1.058083959E-02 4.304275382E-03 1.093720668E-03 1.212274376E-02
 2.848105907E+00 1.037768483E+00 3.485585097E-03 1.054636482E-02 4.374798387E-03 1.062724041E-03 1.212821994E-02
 2.843343019E+00 1.039615870E+00 3.630692838E-03 1.051627100E-02 4.443885293E-03 1.030917396E-03 1.213565748E-02
 2.838579893E+00 1.041399479E+00 3.773640376E-03 1.048988756E-02 4.512133542E-03 9.980902541E-04 1.214519609E-02
 2.833817005E+00 1.043139100E+00 3.915966023E-03 1.046620682E-02 4.579710308E-03 9.645741084E-04 1.215635054E-02
 2.829054117E+00 1.044823527E+00 4.057377577E-03 1.044632401E-02 4.646198824E-03 9.302067338E-04 1.216977835E-02
 2.824290991E+00 1.046439767E+00 4.197448492E-03 1.042946894E-02 4.712432623E-03 8.943530847E-04 1.218595449E-02
 2.819528103E+00 1.048019767E+00 4.337222315E-03 1.041405555E-02 4.778405651E-03 8.577597910E-04 1.220329106E-02
 2.814764977E+00 1.049543500E+00 4.475161899E-03 1.040024310E-02 4.843783565E-03 8.201361052E-04 1.222157478E-02
 2.810002089E+00 1.051009417E+00 4.610329401E-03 1.038878225E-02 4.909268115E-03 7.814745768E-04 1.224197261E-02
 2.805239201E+00 1.052449465E+00 4.748088308E-03 1.037845016E-02 4.974519834E-03 7.422863273E-04 1.226328127E-02
 2.800476074E+00 1.053831100E+00 4.882681184E-03 1.037129853E-02 5.039571319E-03 7.019189070E-04 1.228683256E-02
 2.795713186E+00 1.055197001E+00 5.016689189E-03 1.036502793E-02 5.104626063E-03 6.612681318E-04 1.231100503E-02
 2.790950060E+00 1.056503654E+00 5.150497891E-03 1.036230382E-02 5.169707816E-03 6.195681053E-04 1.233758125E-02
 2.786187172E+00 1.057785273E+00 5.282024387E-03 1.036105957E-02 5.234987009E-03 5.774181918E-04 1.236529090E-02
 2.781424284E+00 1.059018970E+00 5.414823070E-03 1.036323700E-02 5.300176796E-03 5.342437071E-04 1.239522081E-02
 2.776661158E+00 1.060223460E+00 5.544302985E-03 1.036695112E-02 5.365706980E-03 4.905654350E-04 1.242635213E-02
 2.771898270E+00 1.061382174E+00 5.674696993E-03 1.037380937E-02 5.431311671E-03 4.460285418E-04 1.245953236E-02
 2.767135143E+00 1.062518239E+00 5.802421365E-03 1.038137544E-02 5.497230217E-03 4.010196135E-04 1.249328349E-02
 2.762372255E+00 1.063596606E+00 5.930949934E-03 1.039137132E-02 5.563389510E-03 3.547897213E-04 1.252867002E-02
 2.757609367E+00 1.064669847E+00 6.058303639E-03 1.040140446E-02 5.629661493E-03 3.084652708E-04 1.256411150E-02
 2.752846241E+00 1.065673232E+00 6.183488760E-03 1.041353866E-02 5.696485285E-03 2.606681956E-04 1.260119118E-02
 2.748083353E+00 1.066680074E+00 6.309822202E-03 1.042564493E-02 5.763212219E-03 2.129031782E-04 1.263822336E-02
 2.743320227E+00 1.067625284E+00 6.432146765E-03 1.043994818E-02 5.830359645E-03 1.638084796E-04 1.267720386E-02
 2.738557339E+00 1.068564653E+00 6.558120251E-03 1.045460813E-02 5.897277035E-03 1.143673435E-04 1.271636132E-02
 2.733794451E+00 1.069463611E+00 6.679132115E-03 1.047134306E-02 5.964499433E-03 6.429850328E-05 1.275732554E-02
 2.729031324E+00 1.070316672E+00 6.801141426E-03 1.049093157E-02 6.031612400E-03 1.328892449E-05 1.280044951E-02
 2.724268436E+00 1.071167350E+00 6.922363304E-03 1.051067002E-02 6.098758895E-03 -3.775164078E-05 1.284372434E-02
 2.719505310E+00 1.071953535E+00 7.039878517E-03 1.053579152E-02 6.165937055E-03 -9.027363558E-05 1.289138664E-02
 2.714742422E+00 1.072741032E+00 7.161306217E-03 1.056084223E-02 6.232988089E-03 -1.429835829E-04 1.293897815E-02
 2.709979534E+00 1.073499203E+00 7.277971134E-03 1.058833208E-02 6.300183944E-03 -1.960200607E-04 1.298858877E-02
 2.705216408E+00 1.074198604E+00 7.394356187E-03 1.062067598E-02 6.367451511E-03 -2.498757094E-04 1.304232236E-02
 2.700453520E+00 1.074902534E+00 7.512389217E-03 1.065253653E-02 6.434667390E-03 -3.037066199E-04 1.309568901E-02
 2.695690393E+00 1.075563669E+00 7.626750972E-03 1.068817824E-02 6.501983386E-03 -3.578354663E-04 1.315221749E-02
 2.690927505E+00 1.076188207E+00 7.742354181E-03 1.072688587E-02 6.569300778E-03 -4.122499085E-04 1.321142353E-02
 2.686164618E+00 1.076812029E+00 7.857684977E-03 1.076566242E-02 6.636619102E-03 -4.666679597E-04 1.327068452E-02
 2.681401491E+00 1.077382684E+00 7.970205508E-03 1.080829091E-02 6.703794468E-03 -5.216182326E-04 1.333327871E-02
 2.676638603E+00 1.077927351E+00 8.084588684E-03 1.085287426E-02 6.770832930E-03 -5.768086994E-04 1.339754276E-02
 2.671875477E+00 1.078469038E+00 8.197865449E-03 1.089761872E-02 6.837886292E-03 -6.320482353E-04 1.346196979E-02
 2.667112589E+00 1.078959703E+00 8.308660239E-03 1.094581839E-02 6.905002985E-03 -6.878688582E-04 1.352902502E-02
 2.662349701E+00 1.079428554E+00 8.421060629E-03 1.099577080E-02 6.972050760E-03 -7.438810426E-04 1.359738037E-02
 2.657586575E+00 1.079894781E+00 8.532570675E-03 1.104580425E-02 7.039136719E-03 -7.999411318E-04 1.366579812E-02
 2.652823687E+00 1.080319524E+00 8.642403409E-03 1.109975576E-02 7.106511388E-03 -8.564277086E-04 1.373653114E-02
 2.648060560E+00 1.080717087E+00 8.753540926E-03 1.115658786E-02 7.173983380E-03 -9.131018887E-04 1.380891912E-02
 2.643297672E+00 1.081115723E+00 8.865027688E-03 1.121335384E-02 7.241433486E-03 -9.697520291E-04 1.388126332E-02
 2.638534784E+00 1.081486225E+00 8.973836899E-03 1.127248816E-02 7.309277542E-03 -1.026734477E-03 1.395523269E-02
 2.633771658E+00 1.081816435E+00 9.081591852E-03 1.133519039E-02 7.377597038E-03 -1.084062038E-03 1.403163839E-02
 2.629008770E+00 1.082153082E+00 9.191851132E-03 1.139756292E-02 7.445759606E-03 -1.141295419E-03 1.410769112E-02
 2.624245644E+00 1.082478642E+00 9.299279191E-03 1.146046259E-02 7.514161523E-03 -1.198634738E-03 1.418432314E-02
 2.619482756E+00 1.082750082E+00 9.407172911E-03 1.152557507E-02 7.583451457E-03 -1.255947864E-03 1.426355354E-02
 2.614719629E+00 1.083028793E+00 9.517541155E-03 1.159070618E-02 7.652527187E-03 -1.313350629E-03 1.434265450E-02
 2.609956741E+00 1.083299756E+00 9.625311010E-03 1.165581774E-02 7.721827365E-03 -1.370659214E-03 1.442189142E-02
 2.605193853E+00 1.083525777E+00 9.732164443E-03 1.172215585E-02 7.791875862E-03 -1.427458716E-03 1.450260729E-02
 2.600430727E+00 1.083731651E+00 9.839270264E-03 1.178917754E-02 7.862214930E-03 -1.484043431E-03 1.458407752E-02
 2.595667839E+00 1.083938956E+00 9.946876206E-03 1.185625326E-02 7.932499051E-03 -1.540654805E-03 1.466556266E-02
 2.590904713E+00 1.084130406E+00 1.005335525E-02 1.192385796E-02 8.003138006E-03 -1.597202150E-03 1.474742591E-02
 2.586141825E+00 1.084266067E+00 1.016077586E-02 1.199460216E-02 8.074741811E-03 -1.653780113E-03 1.483124029E-02
 2.581378937E+00 1.084407806E+00 1.026997995E-02 1.206512190E-02 8.146214299E-03 -1.710323500E-03 1.491488889E-02
 2.576615810E+00 1.084543109E+00 1.037726179E-02 1.213588379E-02 8.217827417E-03 -1.766904257E-03 1.499871723E-02
 2.571852922E+00 1.084637880E+00 1.048258878E-02 1.221043617E-02 8.290133439E-03 -1.823452534E-03 1.508526318E-02
 2.567089796E+00 1.084704757E+00 1.058656443E-02 1.228760742E-02 8.362916298E-03 -1.879978343E-03 1.517368946E-02
 2.562326908E+00 1.084775686E+00 1.069180761E-02 1.236442942E-02 8.435619995E-03 -1.936498797E-03 1.526173670E-02
 2.557564020E+00 1.084842086E+00 1.079564169E-02 1.244164072E-02 8.508412167E-03 -1.993025187E-03 1.535020489E-02
 2.552800894E+00 1.084853411E+00 1.090126392E-02 1.252354216E-02 8.582348935E-03 -2.049417701E-03 1.544391271E-02
 2.548038006E+00 1.084861279E+00 1.100758836E-02 1.260578912E-02 8.656334132E-03 -2.105833264E-03 1.553790737E-02
 2.543274879E+00 1.084868073E+00 1.111350115E-02 1.268809754E-02 8.730361238E-03 -2.162221819E-03 1.563204639E-02
 2.538511992E+00 1.084866405E+00 1.121861208E-02 1.277085207E-02 8.804630488E-03 -2.218428534E-03 1.572704315E-02
 2.533749104E+00 1.084824204E+00 1.132086013E-02 1.285575610E-02 8.880031295E-03 -2.273764461E-03 1.582608186E-02
 2.528985977E+00 1.084782481E+00 1.142341923E-02 1.294062100E-02 8.955415338E-03 -2.329104813E-03 1.592505537E-02
 2.524223089E+00 1.084740043E+00 1.152552944E-02 1.302554365E-02 9.030823596E-03 -2.384438878E-03 1.602412201E-02
 2.519459963E+00 1.084688187E+00 1.162825432E-02 1.311149634E-02 9.106683545E-03 -2.440197393E-03 1.612452604E-02
 2.514697075E+00 1.084617019E+00 1.173227746E-02 1.319962367E-02 9.183499031E-03 -2.496850444E-03 1.622775011E-02
 2.509934187E+00 1.084545255E+00 1.183606405E-02 1.328781527E-02 9.260325693E-03 -2.553509548E-03 1.633101702E-02
 2.505171061E+00 1.084473729E+00 1.193994097E-02 1.337598264E-02 9.337148629E-03 -2.610166091E-03 1.643426903E-02
 2.500408173E+00 1.084387183E+00 1.204157621E-02 1.346711721E-02 9.414596483E-03 -2.666537650E-03 1.653999276E-02
 2.495645046E+00 1.084279180E+00 1.213999279E-02 1.356251724E-02 9.492943063E-03 -2.722498961E-03 1.664927416E-02
 2.490882158E+00 1.084169865E+00 1.223762985E-02 1.365818921E-02 9.571349248E-03 -2.778456546E-03 1.675868779E-02
 2.486119270E+00 1.084061623E+00 1.233590953E-02 1.375363674E-02 9.649706073E-03 -2.834417392E-03 1.686799154E-02
 2.481356144E+00 1.083942533E+00 1.243582089E-02 1.385188010E-02 9.728881530E-03 -2.890953096E-03 1.697943546E-02
 2.476593256E+00 1.083808780E+00 1.253791992E-02 1.395387296E-02 9.809154086E-03 -2.948259935E-03 1.709374413E-02
 2.471830130E+00 1.083672166E+00 1.263873745E-02 1.405611448E-02 9.889569134E-03 -3.005544888E-03 1.720821112E-02
 2.467067242E+00 1.083538175E+00 1.274070889E-02 1.415813249E-02 9.969855659E-03 -3.062849399E-03 1.732253656E-02
 2.462304354E+00 1.083388925E+00 1.284001116E-02 1.425993908E-02 1.005045511E-02 -3.119393950E-03 1.743673347E-02
 2.457541227E+00 1.083214521E+00 1.293490361E-02 1.436139643E-02 1.013157051E-02 -3.174682381E-03 1.755071431E-02
 2.452778339E+00 1.083036661E+00 1.302807685E-02 1.446279790E-02 1.021285634E-02 -3.229954513E-03 1.766495407E-02
 2.448015213E+00 1.082861900E+00 1.312282123E-02 1.456425060E-02 1.029398758E-02 -3.285241546E-03 1.777895726E-02
 2.443252325E+00 1.082679987E+00 1.322015282E-02 1.466448884E-02 1.037469786E-02 -3.341729520E-03 1.789154299E-02
 2.438489437E+00 1.082486391E+00 1.332161389E-02 1.476278808E-02 1.045473758E-02 -3.400134156E-03 1.800186373E-02
 2.433726311E+00 1.082291365E+00 1.342089195E-02 1.486007404E-02 1.053504739E-02 -3.458514344E-03 1.811231114E-02
 2.428963423E+00 1.082097769E+00 1.352218166E-02 1.495829411E-02 1.061510760E-02 -3.516917117E-03 1.822264120E-02
 2.424200296E+00 1.081889749E+00 1.362015866E-02 1.505888347E-02 1.069655363E-02 -3.573529655E-03 1.833762787E-02
 2.419437408E+00 1.081666470E+00 1.371453330E-02 1.516204793E-02 1.077950373E-02 -3.628195496E-03 1.845767908E-02
 2.414674282E+00 1.081437111E+00 1.380565297E-02 1.526465546E-02 1.086269692E-02 -3.682922805E-03 1.857801713E-02
 2.409911394E+00 1.081213355E+00 1.389982551E-02 1.536778547E-02 1.094566286E-02 -3.737592604E-03 1.869808696E-02
 2.405148506E+00 1.080966830E+00 1.399678458E-02 1.547187474E-02 1.102872938E-02 -3.793853801E-03 1.881974936E-02
 2.400385380E+00 1.080701232E+00 1.409561094E-02 1.557677984E-02 1.111188158E-02 -3.851433052E-03 1.894271374E-02
 2.395622492E+00 1.080426216E+00 1.419029851E-02 1.568221860E-02 1.119509526E-02 -3.909457475E-03 1.906596124E-02
 2.390859365E+00 1.080160856E+00 1.428924408E-02 1.578710787E-02 1.127824653E-02 -3.967023920E-03 1.918892004E-02
 2.386096478E+00 1.079877496E+00 1.438359451E-02 1.589318551E-02 1.136130653E-02 -4.023670685E-03 1.931287907E-02
 2.381333590E+00 1.079581022E+00 1.447395422E-02 1.600000449E-02 1.144432463E-02 -4.079846200E-03 1.943736710E-02
 2.376570463E+00 1.079278350E+00 1.456080005E-02 1.610678434E-02 1.152739488E-02 -4.136383533E-03 1.956151053E-02
 2.371807575E+00 1.078983188E+00 1.465193089E-02 1.621361077E-02 1.161040179E-02 -4.192479420E-03 1.968607493E-02
 2.367044449E+00 1.078666687E+00 1.474517863E-02 1.632215455E-02 1.169402432E-02 -4.250207916E-03 1.981167868E-02
 2.362281561E+00 1.078336239E+00 1.483790204E-02 1.643129066E-02 1.177808549E-02 -4.308906384E-03 1.993773691E-02
 2.357518673E+00 1.078001976E+00 1.492797583E-02 1.653989404E-02 1.186232641E-02 -4.367754329E-03 2.006363682E-02
 2.352755547E+00 1.077672958E+00 1.502164546E-02 1.664922014E-02 1.194632426E-02 -4.426399246E-03 2.018975280E-02
 2.347992659E+00 1.077328563E+00 1.511220448E-02 1.675774530E-02 1.203091629E-02 -4.484366160E-03 2.031652071E-02
 2.343229532E+00 1.076973200E+00 1.519886311E-02 1.686564274E-02 1.211606432E-02 -4.541990347E-03 2.044390887E-02
 2.338466644E+00 1.076614976E+00 1.528347284E-02 1.697336137E-02 1.220145170E-02 -4.599593580E-03 2.057159506E-02
 2.333703756E+00 1.076261044E+00 1.537112799E-02 1.708134823E-02 1.228648424E-02 -4.657228477E-03 2.069883794E-02
 2.328940630E+00 1.075893402E+00 1.546064392E-02 1.719143055E-02 1.237268560E-02 -4.716328345E-03 2.082801051E-02
 2.324177742E+00 1.075512171E+00 1.554745529E-02 1.730305515E-02 1.245972794E-02 -4.776302725E-03 2.095870674E-02
 2.319414616E+00 1.075127363E+00 1.563243382E-02 1.741500571E-02 1.254689693E-02 -4.836371634E-03 2.108970098E-02
 2.314651728E+00 1.074748278E+00 1.572032273E-02 1.752644032E-02 1.263386570E-02 -4.896290135E-03 2.122022025E-02
 2.309888840E+00 1.074351788E+00 1.580595970E-02 1.763809845E-02 1.272070035E-02 -4.956055898E-03 2.135104313E-02
 2.305125713E+00 1.073936105E+00 1.588547789E-02 1.775046997E-02 1.280741673E-02 -5.016136914E-03 2.148233727E-02
 2.300362825E+00 1.073517680E+00 1.596360095E-02 1.786299050E-02 1.289409399E-02 -5.076339468E-03 2.161368541E-02
