##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 5.549642444E-02 -1.688339466E-06 4.495473986E-04 1.242541288E-07 9.177817901E-07 3.225829278E-04
 3.027219296E+00 2.537218630E-01 1.523988176E-04 8.754991926E-03 2.400063750E-05 2.058630344E-04 5.533377640E-03
 3.021030426E+00 4.099526703E-01 4.371966352E-04 1.825551875E-02 1.290563960E-04 7.518114289E-04 1.141602639E-02
 3.014841557E+00 5.179638267E-01 7.960247458E-04 2.218167670E-02 3.158087784E-04 1.263730577E-03 1.427626424E-02
 3.008652925E+00 5.908219218E-01 1.189074246E-03 2.262512594E-02 5.579789286E-04 1.610802254E-03 1.518145110E-02
 3.002464056E+00 6.413689256E-01 1.592392218E-03 2.181937173E-02 8.303471841E-04 1.827798551E-03 1.530183665E-02
 2.996275425E+00 6.772333384E-01 1.993376529E-03 2.076211385E-02 1.113895443E-03 1.961263828E-03 1.517399494E-02
 2.990086555E+00 7.052102685E-01 2.387301298E-03 1.977057382E-02 1.394625171E-03 2.053695032E-03 1.500443649E-02
 2.983897924E+00 7.271740437E-01 2.772310982E-03 1.892510056E-02 1.663770177E-03 2.117307857E-03 1.484413818E-02
 2.977709055E+00 7.454878092E-01 3.147974145E-03 1.821200550E-02 1.917726127E-03 2.164792968E-03 1.470613759E-02
 2.971520424E+00 7.607270479E-01 3.513166215E-03 1.762962714E-02 2.152222674E-03 2.198903589E-03 1.459362730E-02
 2.965331554E+00 7.740011215E-01 3.869458335E-03 1.713681780E-02 2.368973102E-03 2.223902615E-03 1.449947711E-02
 2.959142923E+00 7.856069803E-01 4.215184133E-03 1.672396809E-02 2.566426760E-03 2.240051283E-03 1.442240272E-02
 2.952954054E+00 7.959000468E-01 4.551185761E-03 1.637499034E-02 2.745219972E-03 2.248052973E-03 1.435918547E-02
 2.946765423E+00 8.052349091E-01 4.877632950E-03 1.607155241E-02 2.907953924E-03 2.249012236E-03 1.430514455E-02
 2.940576553E+00 8.137869239E-01 5.193978082E-03 1.580353267E-02 3.056183225E-03 2.243584720E-03 1.425720472E-02
 2.934387922E+00 8.216202259E-01 5.500520580E-03 1.556597091E-02 3.190027084E-03 2.231812803E-03 1.421373710E-02
 2.928199053E+00 8.288638592E-01 5.797817372E-03 1.535221934E-02 3.311581910E-03 2.214743989E-03 1.417359803E-02
 2.922010422E+00 8.356157541E-01 6.088010501E-03 1.515700482E-02 3.422367387E-03 2.192688407E-03 1.413591020E-02
 2.915821552E+00 8.419398665E-01 6.370025221E-03 1.497836318E-02 3.523677355E-03 2.166500082E-03 1.410061121E-02
 2.909632683E+00 8.479176760E-01 6.645497866E-03 1.480265241E-02 3.614331828E-03 2.135735936E-03 1.405640785E-02
