##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 6.486544013E-02 2.296233106E-06 5.388887366E-04 2.171392453E-07 3.259127425E-06 3.650067956E-04
 3.027219296E+00 2.933298647E-01 1.428418473E-04 8.646643721E-03 1.958372013E-05 1.993347541E-04 5.408733152E-03
 3.021030426E+00 4.715384841E-01 4.363280314E-04 1.807195880E-02 1.032890796E-04 7.154466584E-04 1.125611272E-02
 3.014841557E+00 5.912641883E-01 8.499008836E-04 2.157311700E-02 2.608451468E-04 1.205742243E-03 1.392711978E-02
 3.008652925E+00 6.688175797E-01 1.337097143E-03 2.139561065E-02 4.717903503E-04 1.513600000E-03 1.453341823E-02
 3.002464056E+00 7.208012342E-01 1.862161560E-03 2.013385110E-02 7.142517716E-04 1.686464529E-03 1.442495640E-02
 2.996275425E+00 7.573469877E-01 2.403238323E-03 1.877827197E-02 9.709449369E-04 1.783306827E-03 1.414546371E-02
 2.990086555E+00 7.844343781E-01 2.949498361E-03 1.759679429E-02 1.230135444E-03 1.840027748E-03 1.386729348E-02
 2.983897924E+00 8.052361012E-01 3.495423356E-03 1.663641632E-02 1.484072418E-03 1.873991685E-03 1.363767777E-02
 2.977709055E+00 8.220461607E-01 4.038072657E-03 1.585998200E-02 1.727586729E-03 1.895143883E-03 1.345708501E-02
 2.971520424E+00 8.360906243E-01 4.575948697E-03 1.522800140E-02 1.958747162E-03 1.907906961E-03 1.331619080E-02
 2.965331554E+00 8.479617238E-01 5.108002573E-03 1.471883710E-02 2.175256377E-03 1.914089429E-03 1.320950314E-02
 2.959142923E+00 8.582736254E-01 5.634007044E-03 1.430128608E-02 2.377442317E-03 1.915411209E-03 1.312843710E-02
 2.952954054E+00 8.673644662E-01 6.153580267E-03 1.395640243E-02 2.565652831E-03 1.912591630E-03 1.306752115E-02
 2.946765423E+00 8.754822612E-01 6.667889189E-03 1.367182937E-02 2.740444150E-03 1.906219288E-03 1.302362327E-02
 2.940576553E+00 8.828006983E-01 7.175753824E-03 1.343936939E-02 2.902938984E-03 1.897321199E-03 1.299538277E-02
 2.934387922E+00 8.895206451E-01 7.682685275E-03 1.324208453E-02 3.053029301E-03 1.886192360E-03 1.297484804E-02
 2.928199053E+00 8.956795931E-01 8.180979639E-03 1.308008097E-02 3.193323500E-03 1.871531829E-03 1.296545845E-02
 2.922010422E+00 9.014213085E-01 8.676528931E-03 1.293590199E-02 3.324755002E-03 1.854137750E-03 1.295808330E-02
 2.915821552E+00 9.067289233E-01 9.166284464E-03 1.280937903E-02 3.445987822E-03 1.833735150E-03 1.295241900E-02
 2.909632683E+00 9.117444754E-01 9.651917964E-03 1.269383356E-02 3.559915349E-03 1.810696558E-03 1.294692792E-02
 2.903444052E+00 9.164806008E-01 1.013233140E-02 1.258900389E-02 3.666669596E-03 1.784928842E-03 1.294141822E-02
 2.897255182E+00 9.209447503E-01 1.060810126E-02 1.249552518E-02 3.766551614E-03 1.756037585E-03 1.293620002E-02
 2.891066551E+00 9.251931310E-01 1.107908506E-02 1.241103839E-02 3.861225210E-03 1.724470058E-03 1.293139812E-02
 2.884877682E+00 9.292429090E-01 1.154530328E-02 1.233419683E-02 3.951163962E-03 1.690087374E-03 1.292693522E-02
 2.878689051E+00 9.331042171E-01 1.200746931E-02 1.226358023E-02 4.036671482E-03 1.652863226E-03 1.292260736E-02
 2.872500181E+00 9.367977381E-01 1.246426255E-02 1.219752897E-02 4.118409008E-03 1.613058266E-03 1.291794144E-02
 2.866311550E+00 9.403311014E-01 1.291826647E-02 1.213504560E-02 4.196543247E-03 1.570653287E-03 1.291271113E-02
 2.860122681E+00 9.437210560E-01 1.336693298E-02 1.207548566E-02 4.271745682E-03 1.526058069E-03 1.290708780E-02
 2.853934050E+00 9.469695091E-01 1.381399948E-02 1.201899257E-02 4.344044719E-03 1.478977967E-03 1.290178392E-02
