##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 4.789914191E-02 -8.742764294E-06 4.916428588E-04 1.344084524E-07 6.441994742E-07 3.585569211E-04
 3.027219296E+00 2.246645689E-01 7.894403097E-05 9.401332587E-03 3.149459371E-05 2.291350247E-04 5.931752734E-03
 3.021030426E+00 3.691412807E-01 2.242783812E-04 1.950325072E-02 1.545939595E-04 7.959087379E-04 1.212870330E-02
 3.014841557E+00 4.736730158E-01 3.965957731E-04 2.439763583E-02 3.647663107E-04 1.354305772E-03 1.548443642E-02
 3.008652925E+00 5.447590351E-01 5.723296781E-04 2.533841133E-02 6.353818462E-04 1.744906069E-03 1.662958041E-02
 3.002464056E+00 5.956755280E-01 7.384775090E-04 2.489185520E-02 9.322136757E-04 2.005440183E-03 1.691754721E-02
 2.996275425E+00 6.337981224E-01 8.897047956E-04 2.402591147E-02 1.234428957E-03 2.182497643E-03 1.688103005E-02
 2.990086555E+00 6.634746790E-01 1.024594763E-03 2.311347984E-02 1.527128858E-03 2.305518836E-03 1.673945598E-02
 2.983897924E+00 6.874996424E-01 1.142443391E-03 2.226791903E-02 1.802705228E-03 2.392687602E-03 1.657380536E-02
 2.977709055E+00 7.078410983E-01 1.245959778E-03 2.151004784E-02 2.059109043E-03 2.455752343E-03 1.641391590E-02
 2.971520424E+00 7.249714136E-01 1.333209104E-03 2.085088193E-02 2.290884731E-03 2.497119829E-03 1.626958512E-02
 2.965331554E+00 7.400917411E-01 1.407418516E-03 2.026207559E-02 2.501756418E-03 2.524532843E-03 1.613816433E-02
 2.959142923E+00 7.535762787E-01 1.471503638E-03 1.973599568E-02 2.692194423E-03 2.540630987E-03 1.601832919E-02
