##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033815622E+00 4.489586130E-02 -1.919953320E-06 2.559659770E-04 1.457079701E-08 3.401332904E-08 1.726764312E-04
 3.028451443E+00 2.411993742E-01 -1.072075174E-04 7.008531597E-03 9.284726730E-06 1.016038368E-04 4.255551379E-03
 3.023087263E+00 4.157258570E-01 -3.086555516E-04 1.768161356E-02 5.467101801E-05 4.607448354E-04 1.048895903E-02
 3.017723083E+00 5.561174750E-01 -5.556746619E-04 2.504599839E-02 1.446403330E-04 9.300769307E-04 1.499272883E-02
 3.012358904E+00 6.613239050E-01 -8.066153969E-04 2.757919952E-02 2.724144142E-04 1.322112628E-03 1.696315594E-02
 3.006994724E+00 7.374209762E-01 -1.034490881E-03 2.707119472E-02 4.291296937E-04 1.576376962E-03 1.729287207E-02
 3.001630545E+00 7.931495309E-01 -1.227366738E-03 2.538389154E-02 6.045253249E-04 1.718985499E-03 1.692841947E-02
 2.996266365E+00 8.350952268E-01 -1.385127078E-03 2.340972051E-02 7.910972927E-04 1.788140624E-03 1.633644290E-02
 2.990902185E+00 8.670843244E-01 -1.510192640E-03 2.152222954E-02 9.831661591E-04 1.809989451E-03 1.571799070E-02
 2.985538006E+00 8.918976784E-01 -1.603483455E-03 1.987268589E-02 1.176572754E-03 1.803628518E-03 1.516177412E-02
 2.980173826E+00 9.120965600E-01 -1.673813327E-03 1.845222712E-02 1.368419267E-03 1.782794483E-03 1.467945334E-02
 2.974809647E+00 9.283052683E-01 -1.720483415E-03 1.728157140E-02 1.556121977E-03 1.752712415E-03 1.428244077E-02
 2.969445467E+00 9.420098066E-01 -1.751247444E-03 1.629025862E-02 1.739156665E-03 1.718724845E-03 1.394780073E-02
 2.964081287E+00 9.535632133E-01 -1.765024732E-03 1.546739042E-02 1.916030422E-03 1.683145412E-03 1.367239933E-02
