##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 4.249531776E-02 -1.379312562E-05 5.915915826E-04 1.856492418E-07 8.155586215E-07 4.223484138E-04
 3.027219296E+00 2.090514451E-01 -5.259767931E-06 1.149818208E-02 3.686207856E-05 2.407661377E-04 7.065182552E-03
 3.021030426E+00 3.540745378E-01 -3.621936412E-05 2.425448783E-02 1.751548116E-04 8.489915635E-04 1.458969712E-02
 3.014841557E+00 4.655389190E-01 -1.250752975E-04 3.099854663E-02 4.005472874E-04 1.464913948E-03 1.884737983E-02
 3.008652925E+00 5.486885905E-01 -2.765648242E-04 3.309902549E-02 6.773320492E-04 1.937318593E-03 2.057540230E-02
 3.002464056E+00 6.096423864E-01 -4.900244530E-04 3.283008188E-02 9.739341913E-04 2.252165461E-03 2.095504291E-02
 2.996275425E+00 6.578373909E-01 -7.476320025E-04 3.175925091E-02 1.267861808E-03 2.467717277E-03 2.083543129E-02
 2.990086555E+00 6.958307624E-01 -1.046116813E-03 3.034627065E-02 1.546600135E-03 2.601569751E-03 2.046232857E-02
 2.983897924E+00 7.275340557E-01 -1.371002407E-03 2.887233347E-02 1.806491637E-03 2.685206942E-03 2.000557072E-02
 2.977709055E+00 7.537171245E-01 -1.719345106E-03 2.743440121E-02 2.041614614E-03 2.725178842E-03 1.951774582E-02
 2.971520424E+00 7.764046192E-01 -2.083647996E-03 2.606298588E-02 2.256170148E-03 2.737873001E-03 1.903091744E-02
 2.965331554E+00 7.960350513E-01 -2.460000105E-03 2.478150837E-02 2.449571388E-03 2.727770945E-03 1.856052130E-02
 2.959142923E+00 8.131147623E-01 -2.844590228E-03 2.359897085E-02 2.622663043E-03 2.699738601E-03 1.811520010E-02
 2.952954054E+00 8.283224106E-01 -3.233750584E-03 2.250726707E-02 2.779284259E-03 2.659068210E-03 1.769618317E-02
 2.946765423E+00 8.419257402E-01 -3.624922829E-03 2.150555141E-02 2.920811297E-03 2.608127659E-03 1.730456203E-02
 2.940576553E+00 8.541210890E-01 -4.016599152E-03 2.059100568E-02 3.048837418E-03 2.548506018E-03 1.693996601E-02
 2.934387922E+00 8.650796413E-01 -4.407833330E-03 1.976017095E-02 3.165192669E-03 2.481989563E-03 1.660249196E-02
 2.928199053E+00 8.750571012E-01 -4.798305221E-03 1.900016516E-02 3.272543661E-03 2.410477959E-03 1.628937013E-02
 2.922010422E+00 8.841738701E-01 -5.186124705E-03 1.830610819E-02 3.372384468E-03 2.335421974E-03 1.600046083E-02
 2.915821552E+00 8.925290108E-01 -5.571108777E-03 1.767424308E-02 3.465878079E-03 2.258067252E-03 1.573548838E-02
 2.909632683E+00 9.002154469E-01 -5.952647887E-03 1.710171439E-02 3.553987481E-03 2.179333707E-03 1.549413148E-02
 2.903444052E+00 9.073325396E-01 -6.329496857E-03 1.657525264E-02 3.637490561E-03 2.098942874E-03 1.526861452E-02
 2.897255182E+00 9.139138460E-01 -6.702392362E-03 1.609220915E-02 3.718148684E-03 2.017153893E-03 1.505954377E-02
 2.891066551E+00 9.199976921E-01 -7.071814500E-03 1.565316506E-02 3.796645440E-03 1.934834057E-03 1.486897469E-02
 2.884877682E+00 9.256424904E-01 -7.436806336E-03 1.525399555E-02 3.873032285E-03 1.852699555E-03 1.469472796E-02
 2.878689051E+00 9.308875203E-01 -7.797803264E-03 1.489290409E-02 3.947603051E-03 1.770988922E-03 1.453651395E-02
 2.872500181E+00 9.357630014E-01 -8.153107949E-03 1.456795819E-02 4.020684864E-03 1.690317062E-03 1.439383160E-02
