##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 5.135996640E-02 -6.652005595E-06 5.311165005E-04 1.453948641E-07 8.660731510E-07 3.540625912E-04
 3.027219296E+00 2.486217320E-01 -1.486635010E-04 1.030263864E-02 1.970846643E-05 1.657621178E-04 6.156232208E-03
 3.021030426E+00 4.228263795E-01 -4.296179395E-04 2.327203192E-02 1.021542557E-04 6.694904296E-04 1.363760512E-02
 3.014841557E+00 5.587577224E-01 -7.947970298E-04 3.026490845E-02 2.458406962E-04 1.220164355E-03 1.797359809E-02
 3.008652925E+00 6.592575908E-01 -1.199451624E-03 3.187729046E-02 4.316466511E-04 1.631568535E-03 1.947059855E-02
 3.002464056E+00 7.331801057E-01 -1.612820663E-03 3.074371628E-02 6.420802674E-04 1.887904713E-03 1.947263628E-02
 2.996275425E+00 7.873254418E-01 -2.015800448E-03 2.855595946E-02 8.649547235E-04 2.019419102E-03 1.884376444E-02
 2.990086555E+00 8.286871314E-01 -2.401328878E-03 2.621123753E-02 1.090746140E-03 2.073392738E-03 1.805828884E-02
 2.983897924E+00 8.611479998E-01 -2.766613150E-03 2.400347218E-02 1.314282301E-03 2.077852143E-03 1.727891713E-02
 2.977709055E+00 8.868674636E-01 -3.108189674E-03 2.206096239E-02 1.531457645E-03 2.051008167E-03 1.657744497E-02
 2.971520424E+00 9.079373479E-01 -3.428407013E-03 2.037949488E-02 1.741103944E-03 2.006190363E-03 1.596427336E-02
 2.965331554E+00 9.254506230E-01 -3.728118725E-03 1.894652471E-02 1.941928174E-03 1.951058977E-03 1.543992758E-02
 2.959142923E+00 9.400137663E-01 -4.006356001E-03 1.774842106E-02 2.133255592E-03 1.889764681E-03 1.500137057E-02
 2.952954054E+00 9.525496364E-01 -4.267519340E-03 1.672460511E-02 2.316443715E-03 1.825946732E-03 1.462650578E-02
 2.946765423E+00 9.633823633E-01 -4.513845779E-03 1.585349813E-02 2.490868792E-03 1.761204330E-03 1.430761814E-02
 2.940576553E+00 9.726932049E-01 -4.744097125E-03 1.512717642E-02 2.656275639E-03 1.696855063E-03 1.404250134E-02
 2.934387922E+00 9.809162617E-01 -4.962034058E-03 1.450791955E-02 2.813911531E-03 1.633624546E-03 1.381748449E-02
 2.928199053E+00 9.882242680E-01 -5.168811884E-03 1.397992112E-02 2.964488929E-03 1.571850968E-03 1.362707280E-02
 2.922010422E+00 9.947453141E-01 -5.366181489E-03 1.353032049E-02 3.108912148E-03 1.511765993E-03 1.346730068E-02
 2.915821552E+00 1.000603437E+00 -5.555173382E-03 1.314951945E-02 3.247261979E-03 1.453726320E-03 1.333515439E-02
