##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 9   (Re = 10,595, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.034032106E+00 4.141259938E-02 -1.150345156E-06 1.625020523E-04 4.157718614E-09 2.283520217E-08 1.110599624E-04
 3.029668093E+00 2.184481025E-01 -3.512851254E-05 4.559525289E-03 4.267334589E-06 6.006427429E-05 2.846269868E-03
 3.025304079E+00 3.761049509E-01 -8.802622324E-05 1.248043403E-02 2.855422645E-05 2.984512539E-04 7.575959899E-03
 3.020940065E+00 5.066244006E-01 -1.296772534E-04 1.932892576E-02 8.277673624E-05 6.644108216E-04 1.175464131E-02
 3.016575813E+00 6.076763272E-01 -1.376161235E-04 2.283415198E-02 1.669505582E-04 1.023229212E-03 1.417200547E-02
 3.012211800E+00 6.826826930E-01 -1.006707680E-04 2.353926376E-02 2.771955915E-04 1.295061782E-03 1.508244220E-02
 3.007847786E+00 7.387357354E-01 -2.165758815E-05 2.284676954E-02 4.062312364E-04 1.477140118E-03 1.519764401E-02
 3.003483772E+00 7.812205553E-01 9.238560597E-05 2.159942314E-02 5.483427085E-04 1.590712927E-03 1.495399140E-02
 2.999119520E+00 8.135137558E-01 2.363005478E-04 2.023221180E-02 6.996477023E-04 1.654991182E-03 1.458011568E-02
 2.994755507E+00 8.388727903E-01 4.034835729E-04 1.895457692E-02 8.559954003E-04 1.689556288E-03 1.419724151E-02
 2.990391493E+00 8.593367338E-01 5.872676265E-04 1.782093570E-02 1.014624257E-03 1.705909031E-03 1.384540647E-02
 2.986027479E+00 8.760033846E-01 7.850934053E-04 1.685303263E-02 1.172987744E-03 1.710701734E-03 1.354254223E-02
 2.981663227E+00 8.899900913E-01 9.927583160E-04 1.602695137E-02 1.329802093E-03 1.708729775E-03 1.328567695E-02
 2.977299213E+00 9.019728899E-01 1.208875794E-03 1.532188430E-02 1.483877189E-03 1.702818903E-03 1.306996029E-02
 2.972935200E+00 9.121881723E-01 1.432066667E-03 1.473202091E-02 1.633925014E-03 1.694187406E-03 1.289413124E-02
 2.968571186E+00 9.211925864E-01 1.659131725E-03 1.422491390E-02 1.779764192E-03 1.684125047E-03 1.274699718E-02
 2.964206934E+00 9.291986823E-01 1.890383312E-03 1.378897391E-02 1.921260497E-03 1.673147548E-03 1.262460090E-02
 2.959842920E+00 9.363001585E-01 2.125197323E-03 1.341924164E-02 2.057809616E-03 1.661520218E-03 1.252520829E-02
 2.955478907E+00 9.427055120E-01 2.361622639E-03 1.310021337E-02 2.189272083E-03 1.649216749E-03 1.244293805E-02
 2.951114893E+00 9.485471249E-01 2.599460771E-03 1.282053906E-02 2.316037659E-03 1.636239002E-03 1.237343345E-02
 2.946750641E+00 9.538912177E-01 2.838789253E-03 1.257788390E-02 2.438229509E-03 1.622922253E-03 1.231703162E-02
 2.942386627E+00 9.588143229E-01 3.079017857E-03 1.236505713E-02 2.555727493E-03 1.609247527E-03 1.227022056E-02
