##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 7   (Re = 5600, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033815622E+00 3.129975125E-02 -6.473443364E-07 8.944461297E-05 2.324719750E-09 9.410465296E-09 6.251958985E-05
 3.028451443E+00 1.695906669E-01 -8.843449905E-05 2.607376315E-03 2.836799467E-06 2.889641110E-05 1.669788850E-03
 3.023087263E+00 3.006020188E-01 -2.684261708E-04 7.853088900E-03 1.955779044E-05 1.619180839E-04 4.837852903E-03
 3.017723083E+00 4.203978777E-01 -5.083277356E-04 1.406928897E-02 5.850098023E-05 4.185690777E-04 8.536768146E-03
 3.012358904E+00 5.251976252E-01 -7.764727925E-04 1.937229186E-02 1.216664823E-04 7.475240855E-04 1.176663674E-02
 3.006994724E+00 6.131962538E-01 -1.045813435E-03 2.277757414E-02 2.086804161E-04 1.078416128E-03 1.401270460E-02
 3.001630545E+00 6.855164170E-01 -1.295448281E-03 2.438684180E-02 3.163960937E-04 1.361863920E-03 1.531537343E-02
 2.996266365E+00 7.446280718E-01 -1.515872893E-03 2.471743524E-02 4.414784198E-04 1.582811587E-03 1.593026519E-02
 2.990902185E+00 7.923868299E-01 -1.702710520E-03 2.422137931E-02 5.811274750E-04 1.740190084E-03 1.608048379E-02
 2.985538006E+00 8.307359815E-01 -1.851301524E-03 2.328067273E-02 7.332322421E-04 1.841547433E-03 1.595747098E-02
 2.980173826E+00 8.624572158E-01 -1.969434088E-03 2.216975577E-02 8.937795064E-04 1.904216595E-03 1.570790634E-02
 2.974809647E+00 8.880450130E-01 -2.053716453E-03 2.102315053E-02 1.061432296E-03 1.933684922E-03 1.539723668E-02
 2.969445467E+00 9.096085429E-01 -2.113916446E-03 1.991909370E-02 1.232966548E-03 1.943705603E-03 1.507661119E-02
 2.964081287E+00 9.276195168E-01 -2.148097148E-03 1.890267059E-02 1.406794298E-03 1.939089154E-03 1.476998348E-02
 2.958717108E+00 9.428710938E-01 -2.163071418E-03 1.798520610E-02 1.581103890E-03 1.924913377E-03 1.448794268E-02
 2.953352928E+00 9.560730457E-01 -2.161522396E-03 1.716171764E-02 1.754635829E-03 1.905065263E-03 1.423324272E-02
 2.947988749E+00 9.674803019E-01 -2.143704798E-03 1.643514819E-02 1.926468103E-03 1.881496049E-03 1.400900166E-02
 2.942624569E+00 9.773682356E-01 -2.113661030E-03 1.579990797E-02 2.095102100E-03 1.855617156E-03 1.381462440E-02
 2.937260389E+00 9.861474633E-01 -2.073795069E-03 1.523310598E-02 2.259951783E-03 1.828614739E-03 1.364118047E-02
 2.931896210E+00 9.939934015E-01 -2.025353955E-03 1.473215315E-02 2.421323676E-03 1.800618600E-03 1.349113230E-02
 2.926532030E+00 1.000982642E+00 -1.967706950E-03 1.429695915E-02 2.578880638E-03 1.772021293E-03 1.336568780E-02
 2.921167850E+00 1.007253170E+00 -1.904021017E-03 1.391608082E-02 2.731746295E-03 1.743366476E-03 1.325922832E-02
 2.915803671E+00 1.012962103E+00 -1.834905357E-03 1.357866265E-02 2.880355343E-03 1.714643906E-03 1.316809934E-02
 2.910439491E+00 1.018186808E+00 -1.761277555E-03 1.327961776E-02 3.024636768E-03 1.685944619E-03 1.309061050E-02
 2.905075312E+00 1.022988200E+00 -1.683748327E-03 1.301408187E-02 3.164547728E-03 1.657235203E-03 1.302510407E-02
 2.899711132E+00 1.027425289E+00 -1.603286364E-03 1.277771220E-02 3.300029319E-03 1.628591795E-03 1.296997443E-02
 2.894346952E+00 1.031536341E+00 -1.519816113E-03 1.256623771E-02 3.431220539E-03 1.599791809E-03 1.292362716E-02
 2.888982773E+00 1.035369158E+00 -1.434704871E-03 1.237649843E-02 3.558208002E-03 1.570810797E-03 1.288482454E-02
 2.883618593E+00 1.038965225E+00 -1.347618992E-03 1.220507361E-02 3.681450384E-03 1.541349455E-03 1.285244245E-02
 2.878254414E+00 1.042335033E+00 -1.259666285E-03 1.205034275E-02 3.800831968E-03 1.511522220E-03 1.282593701E-02
