##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 7   (Re = 5600, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 2.663917467E-02 -1.664139859E-06 1.662682480E-04 1.638728087E-08 6.119460494E-08 1.167808878E-04
 3.027219296E+00 1.342014819E-01 -1.071987426E-04 3.793149721E-03 7.102864402E-06 4.186929436E-05 2.377141034E-03
 3.021030426E+00 2.428030521E-01 -3.352714411E-04 1.090250164E-02 4.221822383E-05 2.226684737E-04 6.521243136E-03
 3.014841557E+00 3.465860784E-01 -6.667710841E-04 1.890810765E-02 1.123085822E-04 5.420660018E-04 1.109876297E-02
 3.008652925E+00 4.412332773E-01 -1.080732909E-03 2.574962005E-02 2.134257520E-04 9.318867815E-04 1.505353674E-02
 3.002464056E+00 5.237379074E-01 -1.560928882E-03 3.036539257E-02 3.412958176E-04 1.319769770E-03 1.785281859E-02
 2.996275425E+00 5.946066976E-01 -2.083361847E-03 3.295349330E-02 4.879863700E-04 1.658798312E-03 1.960059442E-02
 2.990086555E+00 6.547673345E-01 -2.631376497E-03 3.395113721E-02 6.483835750E-04 1.932600630E-03 2.051608264E-02
 2.983897924E+00 7.052970529E-01 -3.191454569E-03 3.381459787E-02 8.179696160E-04 2.137215110E-03 2.082644962E-02
 2.977709055E+00 7.479945421E-01 -3.752680728E-03 3.297203034E-02 9.929983644E-04 2.282140777E-03 2.074888349E-02
 2.971520424E+00 7.843740582E-01 -4.308246076E-03 3.172191978E-02 1.170213684E-03 2.378071425E-03 2.043588646E-02
 2.965331554E+00 8.149499297E-01 -4.852768499E-03 3.023165837E-02 1.347927959E-03 2.429437591E-03 1.997033134E-02
 2.959142923E+00 8.413947821E-01 -5.384969991E-03 2.866421826E-02 1.524394262E-03 2.450135071E-03 1.944022253E-02
 2.952954054E+00 8.643491864E-01 -5.901749246E-03 2.709382772E-02 1.698812586E-03 2.446054947E-03 1.888481155E-02
 2.946765423E+00 8.840100765E-01 -6.401955616E-03 2.558113076E-02 1.869984088E-03 2.419952769E-03 1.833366416E-02
 2.940576553E+00 9.012831450E-01 -6.885998882E-03 2.415097132E-02 2.037904691E-03 2.379611833E-03 1.780398935E-02
 2.934387922E+00 9.165450335E-01 -7.354401983E-03 2.281938493E-02 2.202091971E-03 2.328683157E-03 1.730496623E-02
 2.928199053E+00 9.300751090E-01 -7.806315552E-03 2.159670182E-02 2.362337895E-03 2.269971883E-03 1.684279554E-02
 2.922010422E+00 9.421294928E-01 -8.242677897E-03 2.048526518E-02 2.518738620E-03 2.205663593E-03 1.642041653E-02
 2.915821552E+00 9.528919458E-01 -8.663648739E-03 1.948515885E-02 2.671212191E-03 2.137748059E-03 1.603974961E-02
 2.909632683E+00 9.625676870E-01 -9.069038555E-03 1.858677156E-02 2.819970949E-03 2.067474416E-03 1.569823548E-02
 2.903444052E+00 9.712971449E-01 -9.461825714E-03 1.778108999E-02 2.965646796E-03 1.994871069E-03 1.539371535E-02
 2.897255182E+00 9.791746736E-01 -9.839355946E-03 1.706030592E-02 3.107615747E-03 1.921863528E-03 1.512137055E-02
 2.891066551E+00 9.863186479E-01 -1.020888798E-02 1.641596109E-02 3.246228443E-03 1.848489628E-03 1.487895101E-02
 2.884877682E+00 9.928103089E-01 -1.056468487E-02 1.584174484E-02 3.381308867E-03 1.776135177E-03 1.466402318E-02
 2.878689051E+00 9.987392426E-01 -1.091209706E-02 1.532919146E-02 3.513212083E-03 1.704666298E-03 1.447348017E-02
 2.872500181E+00 1.004166126E+00 -1.124749985E-02 1.487294026E-02 3.641840303E-03 1.635052729E-03 1.430521533E-02
 2.866311550E+00 1.009149075E+00 -1.157464832E-02 1.446586568E-02 3.767288057E-03 1.566989115E-03 1.415658649E-02
 2.860122681E+00 1.013750792E+00 -1.189360768E-02 1.410180703E-02 3.889921587E-03 1.500524697E-03 1.402539201E-02
 2.853934050E+00 1.018013597E+00 -1.220478304E-02 1.377588697E-02 4.009918310E-03 1.435942482E-03 1.390968263E-02
 2.847745180E+00 1.021972418E+00 -1.250995137E-02 1.348379161E-02 4.127435386E-03 1.372931059E-03 1.380791701E-02
 2.841556549E+00 1.025614381E+00 -1.280587725E-02 1.322900970E-02 4.242483992E-03 1.311973901E-03 1.372201834E-02
 2.835367680E+00 1.028992295E+00 -1.309694815E-02 1.300326921E-02 4.355062265E-03 1.252421527E-03 1.364839263E-02
 2.829179049E+00 1.032161713E+00 -1.338326093E-02 1.280099154E-02 4.465624224E-03 1.194029348E-03 1.358469110E-02
 2.822990179E+00 1.035145283E+00 -1.366496272E-02 1.261979155E-02 4.574367777E-03 1.136678387E-03 1.352993492E-02
