##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 7   (Re = 5600, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 4.394726455E-02 3.165108183E-06 2.010799217E-04 7.054948270E-08 1.000607540E-06 1.468125993E-04
 3.027219296E+00 2.042496055E-01 1.283839811E-04 3.575443057E-03 7.646350241E-06 6.961412146E-05 2.401782200E-03
 3.021030426E+00 3.457938433E-01 3.924300836E-04 9.655619040E-03 4.636845915E-05 3.239972575E-04 6.247297861E-03
 3.014841557E+00 4.622381628E-01 7.713795640E-04 1.531328168E-02 1.320581068E-04 7.227977039E-04 9.870569222E-03
 3.008652925E+00 5.534651875E-01 1.236104290E-03 1.881991327E-02 2.635098353E-04 1.129051670E-03 1.233178191E-02
 3.002464056E+00 6.233946085E-01 1.758957515E-03 2.039621770E-02 4.328312643E-04 1.464215340E-03 1.372668240E-02
 2.996275425E+00 6.766598225E-01 2.316760365E-03 2.076651156E-02 6.306395517E-04 1.712957630E-03 1.441997010E-02
 2.990086555E+00 7.177166343E-01 2.893577795E-03 2.051758580E-02 8.482238045E-04 1.889789710E-03 1.471830532E-02
 2.983897924E+00 7.496371865E-01 3.479159204E-03 1.998656802E-02 1.079105888E-03 2.012317069E-03 1.480235998E-02
 2.977709055E+00 7.753201723E-01 4.066263791E-03 1.936938800E-02 1.315816422E-03 2.099848352E-03 1.478737500E-02
 2.971520424E+00 7.965103388E-01 4.651509691E-03 1.874661818E-02 1.553743030E-03 2.163926605E-03 1.472644601E-02
 2.965331554E+00 8.140972257E-01 5.232583731E-03 1.816095784E-02 1.788782072E-03 2.210474573E-03 1.464777905E-02
 2.959142923E+00 8.290876746E-01 5.808088463E-03 1.762875728E-02 2.018103143E-03 2.245221287E-03 1.456882805E-02
 2.952954054E+00 8.420513868E-01 6.376843434E-03 1.715322770E-02 2.239609836E-03 2.270938829E-03 1.449645311E-02
 2.946765423E+00 8.534048796E-01 6.939310115E-03 1.673363708E-02 2.451689215E-03 2.289394848E-03 1.443415880E-02
 2.940576553E+00 8.634619117E-01 7.493488956E-03 1.636658236E-02 2.653566422E-03 2.302127657E-03 1.438342128E-02
 2.934387922E+00 8.725389242E-01 8.043420501E-03 1.603641361E-02 2.843617462E-03 2.310154028E-03 1.433730032E-02
 2.928199053E+00 8.807194233E-01 8.583186194E-03 1.574961841E-02 3.023045370E-03 2.312387573E-03 1.430388540E-02
 2.922010422E+00 8.882529736E-01 9.117893875E-03 1.548774634E-02 3.192279022E-03 2.310466021E-03 1.427392568E-02
 2.915821552E+00 8.951050639E-01 9.643906727E-03 1.525298879E-02 3.348876024E-03 2.304051071E-03 1.424761117E-02
 2.909632683E+00 9.014976025E-01 1.016437728E-02 1.503702533E-02 3.495779820E-03 2.294066362E-03 1.422336791E-02
 2.903444052E+00 9.074577689E-01 1.067799702E-02 1.483873371E-02 3.632591339E-03 2.280503977E-03 1.420055144E-02
 2.897255182E+00 9.130063653E-01 1.118520834E-02 1.465730183E-02 3.759062383E-03 2.262909664E-03 1.417842414E-02
 2.891066551E+00 9.182435870E-01 1.168662310E-02 1.448852103E-02 3.877271432E-03 2.241871087E-03 1.415617578E-02
 2.884877682E+00 9.232020974E-01 1.218208857E-02 1.433081739E-02 3.987761680E-03 2.217259258E-03 1.413322333E-02
 2.878689051E+00 9.279063344E-01 1.267177798E-02 1.418254618E-02 4.091037903E-03 2.188960556E-03 1.410915237E-02
 2.872500181E+00 9.323901534E-01 1.315499563E-02 1.404202729E-02 4.187997896E-03 2.157018986E-03 1.408383809E-02
 2.866311550E+00 9.366669655E-01 1.363259275E-02 1.390856877E-02 4.279060755E-03 2.121419879E-03 1.405752823E-02
