##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 7   (Re = 5600, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.034032106E+00 2.878859080E-02 -4.260246840E-07 5.939879338E-05 8.493731829E-10 7.394323820E-09 4.274094681E-05
 3.029668093E+00 1.535611302E-01 -1.693522972E-05 1.724544447E-03 1.450201466E-06 1.859893200E-05 1.148658455E-03
 3.025304079E+00 2.703087330E-01 -4.395580982E-05 5.330955610E-03 1.096048345E-05 1.067796838E-04 3.413154511E-03
 3.020940065E+00 3.770383596E-01 -6.807810132E-05 9.965602309E-03 3.517156074E-05 2.885790600E-04 6.258008536E-03
 3.016575813E+00 4.714306891E-01 -7.695143722E-05 1.442186441E-02 7.749385259E-05 5.430192105E-04 9.019441903E-03
 3.012211800E+00 5.522148609E-01 -5.959668488E-05 1.781740412E-02 1.393512939E-04 8.251704858E-04 1.122749504E-02
 3.007847786E+00 6.202507615E-01 -1.099981182E-05 1.997150481E-02 2.188053040E-04 1.092632301E-03 1.277833898E-02
 3.003483772E+00 6.769795418E-01 6.920708256E-05 2.107061073E-02 3.136386513E-04 1.323963632E-03 1.375958975E-02
 2.999119520E+00 7.234539390E-01 1.815324067E-04 2.135389671E-02 4.226506862E-04 1.508617541E-03 1.428613719E-02
 2.994755507E+00 7.617133856E-01 3.232990566E-04 2.114106715E-02 5.432156031E-04 1.649623620E-03 1.451957878E-02
 2.990391493E+00 7.934854031E-01 4.887662362E-04 2.064526081E-02 6.729952293E-04 1.754397876E-03 1.457078103E-02
 2.986027479E+00 8.197282553E-01 6.764492719E-04 2.000650391E-02 8.101841086E-04 1.828843262E-03 1.451121550E-02
 2.981663227E+00 8.418164849E-01 8.808771963E-04 1.931630448E-02 9.528672672E-04 1.881340402E-03 1.439383067E-02
 2.977299213E+00 8.606634736E-01 1.099830610E-03 1.862790249E-02 1.099268091E-03 1.918101101E-03 1.425048243E-02
 2.972935200E+00 8.765712380E-01 1.331507228E-03 1.797318645E-02 1.248213812E-03 1.941833179E-03 1.409827452E-02
 2.968571186E+00 8.904317021E-01 1.570996712E-03 1.736216620E-02 1.397842658E-03 1.957417699E-03 1.394912880E-02
 2.964206934E+00 9.025935531E-01 1.818181714E-03 1.680053957E-02 1.547402237E-03 1.966968412E-03 1.380847394E-02
 2.959842920E+00 9.132156968E-01 2.072018106E-03 1.629413106E-02 1.696043415E-03 1.971531659E-03 1.368021779E-02
 2.955478907E+00 9.226460457E-01 2.329670824E-03 1.583702676E-02 1.842536498E-03 1.972511876E-03 1.356426068E-02
 2.951114893E+00 9.311215878E-01 2.590442775E-03 1.542285737E-02 1.986638643E-03 1.970884390E-03 1.345979609E-02
 2.946750641E+00 9.387751222E-01 2.854238963E-03 1.505120471E-02 2.127944492E-03 1.967259450E-03 1.336854510E-02
 2.942386627E+00 9.457286596E-01 3.120201873E-03 1.471627504E-02 2.265947405E-03 1.962003298E-03 1.328838710E-02
 2.938022614E+00 9.520844221E-01 3.387796693E-03 1.441379171E-02 2.400436439E-03 1.955397194E-03 1.321828272E-02
 2.933658600E+00 9.579163194E-01 3.656283719E-03 1.414038520E-02 2.531033941E-03 1.947636134E-03 1.315730903E-02
 2.929294348E+00 9.632883668E-01 3.925144207E-03 1.389326714E-02 2.657501260E-03 1.938855392E-03 1.310471259E-02
 2.924930334E+00 9.682681561E-01 4.194526002E-03 1.366906799E-02 2.779975533E-03 1.929080579E-03 1.305945683E-02
 2.920566320E+00 9.728915095E-01 4.463247955E-03 1.346584223E-02 2.898075618E-03 1.918317983E-03 1.302076690E-02
 2.916202068E+00 9.772188067E-01 4.731995054E-03 1.328039635E-02 3.012251575E-03 1.906456309E-03 1.298757922E-02
 2.911838055E+00 9.812830687E-01 5.000235047E-03 1.311074104E-02 3.122487105E-03 1.893439447E-03 1.295908261E-02
 2.907474041E+00 9.851127863E-01 5.267527420E-03 1.295522600E-02 3.228798276E-03 1.879244694E-03 1.293458138E-02
 2.903110027E+00 9.887380600E-01 5.534401629E-03 1.281241234E-02 3.331333864E-03 1.863892074E-03 1.291352883E-02
 2.898745775E+00 9.921811223E-01 5.799593870E-03 1.268075220E-02 3.430345096E-03 1.847378328E-03 1.289529726E-02
 2.894381762E+00 9.954611063E-01 6.063519046E-03 1.255921833E-02 3.525958396E-03 1.829781220E-03 1.287951227E-02
 2.890017748E+00 9.985758662E-01 6.326158531E-03 1.244817488E-02 3.617914859E-03 1.810967573E-03 1.286614500E-02
 2.885653734E+00 1.001541138E+00 6.587663665E-03 1.234647166E-02 3.706375835E-03 1.790889073E-03 1.285476610E-02
 2.881289482E+00 1.004392505E+00 6.848600693E-03 1.225187071E-02 3.791943891E-03 1.769772032E-03 1.284484286E-02
 2.876925468E+00 1.007139802E+00 7.107694168E-03 1.216332987E-02 3.874964546E-03 1.747676288E-03 1.283608563E-02
 2.872561455E+00 1.009776354E+00 7.365501486E-03 1.208114997E-02 3.955157008E-03 1.724460395E-03 1.282854192E-02
 2.868197441E+00 1.012298346E+00 7.621828001E-03 1.200579014E-02 4.032225814E-03 1.699920860E-03 1.282235980E-02
 2.863833189E+00 1.014749289E+00 7.877916098E-03 1.193472277E-02 4.107240122E-03 1.674500993E-03 1.281705219E-02
 2.859469175E+00 1.017133713E+00 8.132408373E-03 1.186731830E-02 4.180517513E-03 1.648297650E-03 1.281245705E-02
 2.855105162E+00 1.019408822E+00 8.385108784E-03 1.180631295E-02 4.250649828E-03 1.620679395E-03 1.280913316E-02
 2.850741148E+00 1.021632433E+00 8.637743071E-03 1.174824685E-02 4.319248255E-03 1.592302113E-03 1.280636154E-02
 2.846376896E+00 1.023804665E+00 8.888848126E-03 1.169282757E-02 4.386528861E-03 1.563241123E-03 1.280407980E-02
 2.842012882E+00 1.025885940E+00 9.138380177E-03 1.164235640E-02 4.451187328E-03 1.532768947E-03 1.280278154E-02
 2.837648869E+00 1.027929783E+00 9.387786500E-03 1.159395184E-02 4.514737055E-03 1.501704217E-03 1.280194893E-02
 2.833284855E+00 1.029914737E+00 9.634994902E-03 1.154854987E-02 4.576839507E-03 1.469833078E-03 1.280189026E-02
 2.828920603E+00 1.031842947E+00 9.882290848E-03 1.150550041E-02 4.637085367E-03 1.436762861E-03 1.280188095E-02
 2.824556589E+00 1.033743382E+00 1.012845058E-02 1.146356110E-02 4.696691409E-03 1.403225935E-03 1.280204952E-02
 2.820192575E+00 1.035565257E+00 1.037228107E-02 1.142590493E-02 4.754851107E-03 1.368507976E-03 1.280397084E-02
 2.815828562E+00 1.037359118E+00 1.061642542E-02 1.138966158E-02 4.812331870E-03 1.333238441E-03 1.280622557E-02
 2.811464310E+00 1.039102316E+00 1.085892413E-02 1.135602593E-02 4.868955817E-03 1.297151437E-03 1.280933432E-02
 2.807100296E+00 1.040797949E+00 1.110077091E-02 1.132482383E-02 4.924597684E-03 1.260134974E-03 1.281305123E-02
 2.802736282E+00 1.042460442E+00 1.134081557E-02 1.129544992E-02 4.979778081E-03 1.222571125E-03 1.281740051E-02
 2.798372269E+00 1.044065237E+00 1.158012915E-02 1.126940828E-02 5.034007598E-03 1.183708082E-03 1.282283571E-02
 2.794008017E+00 1.045649529E+00 1.181806717E-02 1.124464627E-02 5.088085774E-03 1.144478680E-03 1.282884087E-02
 2.789644003E+00 1.047174335E+00 1.205475163E-02 1.122364122E-02 5.141228437E-03 1.103817020E-03 1.283635199E-02
 2.785279989E+00 1.048686743E+00 1.229015645E-02 1.120354328E-02 5.194335245E-03 1.062907628E-03 1.284437533E-02
 2.780915976E+00 1.050132990E+00 1.252437942E-02 1.118692756E-02 5.246682558E-03 1.020609750E-03 1.285410114E-02
 2.776551723E+00 1.051565886E+00 1.275728736E-02 1.117112581E-02 5.299035925E-03 9.780721739E-04 1.286438387E-02
 2.772187710E+00 1.052943826E+00 1.298961323E-02 1.115823351E-02 5.350924563E-03 9.342407575E-04 1.287631318E-02
