##################################################################################
#
# Institution : Professur fuer Stroemungsmechanik (PfS), 
#               Helmut-Schmidt-Universitaet Hamburg (HSU)                
#
# Author      : Michael Breuer 
#
# E-Mail      : breuer@hsu-hh.de (++49 (0)40 - 6541  / 2724)
#
# Test Case   : 2D Periodic Hill Case
#
# Code        : LESOCC (Large-Eddy Simulation On Curvilinear Coordinates)
#                 3-D finite volume,
#                 Curvilinear body-fitted coordinate system,
#                 Non-staggered (cell-centered) grid arrangement,
#                 Block-structured grids 
#                 Spatial discretization:  central, second-order accurate
#                 Temporal discretization: Predictor-corrector scheme based on 
#                                          low-storage Runge-Kutta scheme, 
#                                          second-order accurate
# 
# Case        : 7   (Re = 5600, LES) 
#
# Please refer to               
#
#          Breuer, M., Peller, N., Rapp, Ch., Manhart, M.:
#          Flow over Periodic Hills - Numerical and Experimental Study in
#          a Wide Range of Reynolds Numbers, 
#          Int. J. Computers and Fluids, vol. 38(2), pp. 433-457, (2009).
#          DOI information:  http://dx.doi.org/10.1016/j.compfluid.2008.05.002
#
#          for further details. 
#
###################################################################################
#
#   y/h          U/Ubulk          V/Ubulk         uu/Ubulk^2       vv/Ubulk^2      uv/Ubulk^2      k/Ubulk^2  
#
 3.033407927E+00 2.318092994E-02 -5.969421181E-06 1.830122201E-04 2.610273064E-08 1.633061402E-07 1.347713114E-04
 3.027219296E+00 1.177093536E-01 -1.972319114E-05 4.044491798E-03 1.039640210E-05 5.316863462E-05 2.610048745E-03
 3.021030426E+00 2.138525695E-01 -6.869261415E-05 1.136738434E-02 5.972299550E-05 2.676052391E-04 6.954048760E-03
 3.014841557E+00 3.056851923E-01 -1.594100613E-04 1.941702515E-02 1.553734619E-04 6.272717728E-04 1.161477622E-02
 3.008652925E+00 3.895430565E-01 -3.004039463E-04 2.629584074E-02 2.904612920E-04 1.054474735E-03 1.562093105E-02
 3.002464056E+00 4.623925984E-01 -5.010542809E-04 3.103532270E-02 4.574975756E-04 1.472360222E-03 1.848834194E-02
 2.996275425E+00 5.260649920E-01 -7.516577607E-04 3.407359868E-02 6.426864420E-04 1.844605547E-03 2.045577392E-02
 2.990086555E+00 5.802719593E-01 -1.054349588E-03 3.557024896E-02 8.400494116E-04 2.149521140E-03 2.160336636E-02
 2.983897924E+00 6.273668408E-01 -1.394521329E-03 3.609779477E-02 1.042084885E-03 2.394836396E-03 2.222941257E-02
 2.977709055E+00 6.673604846E-01 -1.771065057E-03 3.583128378E-02 1.244162908E-03 2.575865481E-03 2.241948806E-02
